"file","Block","Sentence","Speaker","Word","scoreMax_synchrony","scoreMean_synchrony","scoreMax_syncRel","scoreMean_syncRel","scoreMax_Mass","scoreMean_Mass","scoreMax_scaling","scoreMean_scaling","scoreMax_scaleRel","scoreMean_scaleRel","scoreMax_massXsync","scoreMean_massXsync","scoreMax_massXscale","scoreMean_massXscale","scoreMax_massXf0","scoreMean_massXf0"
"3-14-08_js_1new2txtaccessbl-janina2_07",3,14,8,"freundlich",3,-2,4.242,2.8155,2.53,1.735,86.720701403343,12.8427532624605,22.443,19.119,5.70768,4.44714,14.04403,9.404915,19.75171,13.852055
"3-14-08_js_1new2txtaccessbl-janina2_07",3,14,8,"sieht",-2,-2,1.667,1.667,0.64,0.64,-13.58092165462,-13.58092165462,3.515,3.515,1.5456,1.5456,2.032,2.032,3.5776,3.5776
"3-14-08_js_1new2txtaccessbl-janina2_07",3,14,8,"die",-2,-2,2.564,2.564,0.36,0.36,-7.543031148164,-7.543031148164,1.952,1.952,1.01988,1.01988,0.92232,0.92232,1.9422,1.9422
"3-14-08_js_1new2txtaccessbl-janina2_07",3,14,8,"janina",0,-1,1.923,0.861666666666667,1.33,1.01666666666667,1.45565473123798,-4.086198693886,1.844,1.30866666666667,2.30489,1.71291,3.23988,2.16921333333333,5.54477,3.88212333333333
"3-14-08_js_1new2txtaccessbl-janina2_07",3,14,8,"aus",3,1.5,4.167,2.0835,1.13,0.75,11.129522145537,6.95900971419601,2.88,1.801,1.24653,1.188265,3.34028,2.00018,4.47028,3.188445
"3-15-01_ab_3scenario-janina2_02",3,15,1,"es",2,1,2.222,1.111,0.4,0.305,27.767401229107,15.83152385675,7.186,4.097,1.0752,0.6426,1.6132,1.01723,2.6884,1.65983
"3-15-01_ab_3scenario-janina2_02",3,15,1,"klingelt",4,3,3.571,2.7565,1.28,1.105,22.765413165271,16.381294486549,5.892,4.2395,4.08704,3.232525,4.8448,3.744395,8.93184,6.97692
"3-15-01_ab_3scenario-janina2_02",3,15,1,"an",2,2,1.905,1.905,0.96,0.96,17.387959297717,17.387959297717,4.5,4.5,2.43744,2.43744,3.32064,3.32064,5.75808,5.75808
"3-15-01_ab_3scenario-janina2_02",3,15,1,"der",-1,-1,0.862,0.862,1.26,1.26,5.26741809343298,5.26741809343298,1.363,1.363,2.39022,2.39022,2.82366,2.82366,5.21388,5.21388
"3-15-01_ab_3scenario-janina2_02",3,15,1,"tür",-5,-14,9.583,7.2665,1.59,0.975,-38.672160788183,-63.031880516903,22.616,16.312,7.00236,4.14432,8.84358,5.22459,15.84594,9.36891
"3-16-06_SOF-138",3,16,6,"auch",2,2,1.55,1.55,0.87,0.87,106.329804619571,106.329804619571,27.517,27.517,2.0445,2.0445,5.07558,5.07558,7.12008,7.12008
"3-16-06_SOF-138",3,16,6,"eine",-13,-13,5.603,5.603,2.3,2.3,-1.53352335856403,-1.53352335856403,0.397,0.397,8.5629,8.5629,3.4086,3.4086,11.9715,11.9715
"3-16-06_SOF-138",3,16,6,"bachblütenkur",10,-3.5,6.289,4.907,1.71,1.3175,58.762043982986,-14.8923513828072,15.207,11.4575,5.83794,4.614075,7.04691,6.0144075,12.88485,10.6284825
"3-16-06_SOF-138",3,16,6,"kann",-2,-2,1.802,1.7415,1.08,0.905,-9.550255487909,-9.72307438948449,2.561,2.5165,2.61684,2.21581,3.05856,2.54982,5.6754,4.76563
"3-16-06_SOF-138",3,16,6,"nur",-1,-1,0.99,0.99,0.72,0.72,-6.24726712683801,-6.24726712683801,1.617,1.617,1.43496,1.43496,1.71936,1.71936,3.15432,3.15432
"3-16-06_SOF-138",3,16,6,"doktor",0,-1.5,1.961,0.9805,0.76,0.725,-0.208309310401006,-1.8687536169905,0.913,0.4835,1.95016,1.32008,1.47136,1.1069,3.42152,2.42698
"3-16-06_SOF-138",3,16,6,"bahber",0,-1,0.926,0.463,1.55,1.185,-0.938166111577999,-3.04493348142399,1.333,0.788,3.0163,1.91815,3.4441,2.26079,6.4604,4.17894
"3-16-06_SOF-138",3,16,6,"machen",-2,-2.5,1.515,1.3635,0.73,0.61,3.02657478185802,-1.72148573572249,1.674,1.2285,1.56585,1.35402,1.76587,1.332265,3.33172,2.686285
"3-17-10_ks_3scenario-banane2_04",3,17,10,"vorhin",31,21,17.127,11.4735,1.43,1.25,35.989451517433,26.707577630484,9.314,6.912,5.5426,5.46685,6.24481,4.974575,11.63591,10.441425
"3-17-10_ks_3scenario-banane2_04",3,17,10,"war",-11,-11,7.692,7.692,1.44,1.44,-16.591465098579,-16.591465098579,4.294,4.294,5.9328,5.9328,4.90176,4.90176,10.83456,10.83456
"3-17-10_ks_3scenario-banane2_04",3,17,10,"er",-4,-4,3.2,3.2,1.21,1.21,-34.193531889499,-34.193531889499,8.849,8.849,3.7147,3.7147,5.203,5.203,8.9177,8.9177
"3-17-10_ks_3scenario-banane2_04",3,17,10,"dafür",3,3,1.974,1.974,1.17,1.17,-2.34922342480999,-2.34922342480999,0.608,0.608,3.00924,3.00924,1.97145,1.97145,4.98069,4.98069
"3-17-10_ks_3scenario-banane2_04",3,17,10,"extra",6,-1,5.517,4.2365,0.96,0.955,32.447429693047,30.632690286471,8.397,7.9275,3.55584,3.19532,4.0204,3.9686,7.47264,7.16392
"3-17-10_ks_3scenario-banane2_04",3,17,10,"noch",-6,-6,3.822,3.822,1.4,1.4,-30.824793815397,-30.824793815397,7.977,7.977,4.578,4.578,5.8324,5.8324,10.4104,10.4104
"3-17-10_ks_3scenario-banane2_04",3,17,10,"auf",-7,-7,4.348,4.348,0.76,0.76,-12.384455221137,-12.384455221137,3.205,3.205,2.59844,2.59844,2.33472,2.33472,4.93316,4.93316
"3-17-10_ks_3scenario-banane2_04",3,17,10,"dem",0,0,0,0,1.18,1.18,6.07401868628099,6.07401868628099,1.572,1.572,1.18,1.18,2.78834,2.78834,3.96834,3.96834
"3-17-10_ks_3scenario-banane2_04",3,17,10,"markt",0,0,0,0,1.69,1.69,-14.476387621992,-14.476387621992,3.746,3.746,1.69,1.69,5.48743,5.48743,7.17743,7.17743
"3-17-10_ks_3scenario-banane2_04",3,17,10,"beim",-6,-6,3.659,3.659,0.84,0.84,26.259252729251,26.259252729251,6.796,6.796,2.7048,2.7048,3.32892,3.32892,6.03372,6.03372
"3-17-10_ks_3scenario-banane2_04",3,17,10,"obsthändler",3,-0.25,5.556,2.33125,0.6,0.378,14.684152590906,-1.8902110001944,12.045,4.8844,2.2278,1.2025575,2.823,1.356224,5.0508,2.8818375
"3-18-04_bb_3new-janina3_08",3,18,4,"die",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3-18-04_bb_3new-janina3_08",3,18,4,"mädchen",6,-1,4.11,3.42966666666667,1.34,1.30333333333333,63.672502923881,14.4106726803627,16.478,7.99,4.39243,4.09134333333333,6.46002,4.79342333333333,10.1367,8.88476666666667
"3-18-04_bb_3new-janina3_08",3,18,4,"werden",0,-1,1.587,0.7935,1.52,1.33,4.37820175526602,-11.589669132519,7.132,4.1325,3.60392,2.37196,6.11648,4.25125,9.7204,6.62321
"3-18-04_bb_3new-janina3_08",3,18,4,"sich",-1,-1,1.111,1.111,0.61,0.61,-7.70455420086802,-7.70455420086802,1.994,1.994,1.26758,1.26758,1.57502,1.57502,2.8426,2.8426
"3-18-04_bb_3new-janina3_08",3,18,4,"mit",-7,-7,4.895,4.895,0.96,0.96,-14.680090343853,-14.680090343853,3.799,3.799,3.41664,3.41664,3.13248,3.13248,6.54912,6.54912
"3-18-04_bb_3new-janina3_08",3,18,4,"ihrer",-1,-2,1.899,1.396,1.33,0.885,1.38072582495499,-17.89117798928,9.618,4.9875,3.37288,2.10906,1.93952,1.92736,5.28808,4.03642
"3-18-04_bb_3new-janina3_08",3,18,4,"neuen",10,8,8.264,6.3875,1.13,1.13,53.999613052856,27.747135580839,13.975,7.181,4.75956,4.33581,5.54152,3.60244,9.45358,7.93825
"3-18-04_bb_3new-janina3_08",3,18,4,"klassenkameradin",2,-2.33333333333333,5.618,2.843,1.74,1.24333333333333,14.322843056645,-2.23262108177983,8.1,2.7215,6.48324,3.55850666666667,4.77204,3.19143,10.8054,6.74993666666667
"3-18-04_bb_3new-janina3_08",3,18,4,"sicher",2,-2,3.614,2.6405,1.17,0.975,37.925868392598,1.3824220082355,9.815,9.457,3.75102,2.81736,5.18895,4.285515,8.93997,7.102875
"3-18-04_bb_3new-janina3_08",3,18,4,"gut",-3,-3,2.521,2.521,0.4,0.4,-52.422407665727,-52.422407665727,13.567,13.567,1.1264,1.1264,1.946,1.946,3.0724,3.0724
"3-18-04_bb_3new-janina3_08",3,18,4,"verstehen",2,-2.66666666666667,7.285,3.18,0.9,0.67,25.676784406791,1.220106311063,6.645,4.11433333333333,3.6459,2.01295,3.18735,2.31565,6.813,4.3286
"3-19-12_RK_4txtgiven-lawine2_03",3,19,12,"schon",3,3,2.941,2.941,0.83,0.565,-33.727726116658,-33.727726116658,8.728,8.728,2.47257,2.47257,3.55406,3.55406,6.02663,6.02663
"3-19-12_RK_4txtgiven-lawine2_03",3,19,12,"seit",4,4,2.614,2.614,1.88,1.88,19.112000713095,19.112000713095,4.946,4.946,5.36552,5.36552,6.71536,6.71536,12.08088,12.08088
"3-19-12_RK_4txtgiven-lawine2_03",3,19,12,"wochen",2,0,2.105,1.742,1.78,1.275,93.744319395521,45.856780702794,24.26,12.393,4.005,3.016975,10.07302,5.65636,14.07802,8.673335
"3-19-12_RK_4txtgiven-lawine2_03",3,19,12,"freuen",8,4,4.444,2.222,2.31,1.225,32.003959120026,8.97608335186,8.282,5.959,7.95795,4.048975,9.73434,5.09208,17.69229,9.141055
"3-19-12_RK_4txtgiven-lawine2_03",3,19,12,"sie",-24,-24,11.321,11.321,2.22,2.22,-82.436505473986,-82.436505473986,21.334,21.334,10.26306,10.26306,12.16782,12.16782,22.43088,22.43088
"3-19-12_RK_4txtgiven-lawine2_03",3,19,12,"sich",-1,-1,1.515,1.515,0.38,0.38,-62.372472407779,-62.372472407779,16.142,16.142,0.88578,0.88578,1.93762,1.93762,2.8234,2.8234
"3-19-12_RK_4txtgiven-lawine2_03",3,19,12,"auf",-4,-4,2.273,2.273,1.01,1.01,-15.610902948107,-15.610902948107,4.04,4.04,2.73811,2.73811,3.36633,3.36633,6.10444,6.10444
"3-19-12_RK_4txtgiven-lawine2_03",3,19,12,"dieses",1,0,1.075,1.0185,0.4,0.24,-5.575533172673,-7.021561606643,2.191,1.817,0.7888,0.47652,1.0696,0.62636,1.8584,1.10288
"3-19-12_RK_4txtgiven-lawine2_03",3,19,12,"thema",0,-0.5,0.498,0.249,0.84,0.455,1.041341832228,-1.71187840373814,1.156,0.7125,1.32972,0.69986,1.12896,0.63826,2.45868,1.33812
"3-20-02_FOF-117",3,20,2,"eine",10,10,4.926,4.926,1.6,1.6,73.8464998371653,73.8464998371653,19.111,19.111,5.7072,5.7072,8.528,8.528,14.2352,14.2352
"3-20-02_FOF-117",3,20,2,"akupunktur",7,1.75,3.665,1.58175,1.62,0.9125,82.505351758629,20.730889918384,21.352,5.415,3.18978,1.9190475,8.88084,2.808785,11.35944,4.7278325
"3-20-02_FOF-117",3,20,2,"kann",-2,-2,1.099,1.099,1.15,1.15,-84.100730895212,-84.100730895212,21.765,21.765,2.3805,2.3805,6.33535,6.33535,8.71585,8.71585
"3-20-02_FOF-117",3,20,2,"nur",8,8,4,4,1.89,1.89,70.791477533996,70.791477533996,18.32,18.32,6.27858,6.27858,9.96408,9.96408,16.24266,16.24266
"3-20-02_FOF-117",3,20,2,"doktor",0,-3,4.082,2.041,0.99,0.945,40.505703601671,-7.0314321254195,14.122,12.3025,3.31155,2.105775,4.86981,4.469355,8.18136,6.57513
"3-20-02_FOF-117",3,20,2,"bahber",-2,-9.5,8.995,5.4685,1.53,1.175,-32.783343826473,-40.492154669982,12.474,10.479,6.61113,4.353935,7.27056,5.37573,13.88169,9.729665
"3-20-02_FOF-117",3,20,2,"machen",1,-3,3.571,2.005,1.36,1.095,1.01912775365201,-3.2154152499895,1.928,1.096,2.65019,2.362095,3.468,2.28927,5.542,4.651365
